bedrooms,bathrooms,m2_living,floors,m2_above,m2_basement,m2_lot,view,quality,yr_built,renovated_last_5,city,statezip,price
3,2.5,200.0,2.0,200.0,0.0,695.0,0,3,1994,0,34,43,368250.0
2,1.0,106.0,1.0,106.0,0.0,511.0,0,3,1953,0,36,50,249900.0
3,1.5,91.0,1.0,91.0,0.0,724.0,0,5,1975,1,20,23,350000.0
3,1.75,114.0,1.0,114.0,0.0,1213.0,0,4,1968,1,2,1,175000.0
3,1.75,129.0,1.0,80.0,49.0,1013.0,0,3,1963,0,36,50,270000.0
3,3.5,221.0,2.0,155.0,66.0,581.0,3,3,2003,1,36,58,495000.0
3,3.25,343.0,2.0,343.0,0.0,669.0,0,3,2013,1,20,22,1580000.0
5,3.25,280.0,1.5,187.0,93.0,99798.0,0,5,1937,1,17,16,542500.0
3,1.0,116.0,1.0,116.0,0.0,848.0,0,3,1975,0,43,45,330000.0
4,2.75,213.0,2.0,202.0,11.0,569.0,0,4,1932,0,36,55,1003000.0
2,1.0,73.0,1.0,73.0,0.0,487.0,0,4,1931,0,36,58,299800.0
3,2.5,253.0,2.0,253.0,0.0,559.0,0,3,2008,1,2,46,299900.0
4,2.75,237.0,1.0,158.0,79.0,802.0,0,3,1978,0,20,22,691000.0
2,1.0,100.0,1.0,100.0,0.0,362.0,0,4,1978,1,11,74,195000.0
3,1.75,229.0,1.0,146.0,84.0,894.0,1,4,1968,1,11,74,405000.0
2,0.75,79.0,1.0,51.0,28.0,716.0,2,5,1915,0,36,52,360000.0
3,2.5,185.0,1.0,146.0,39.0,835.0,0,3,1975,0,19,27,256750.0
3,2.25,167.0,2.0,167.0,0.0,975.0,0,3,2001,1,22,24,332500.0
5,4.0,451.0,2.0,451.0,0.0,3386.0,0,3,1983,0,4,5,975000.0
3,1.0,95.0,1.0,95.0,0.0,732.0,0,3,1962,0,36,50,218000.0
3,2.5,225.0,2.0,173.0,52.0,4638.0,0,3,1991,1,17,16,429000.0
4,2.5,270.0,2.0,270.0,0.0,537.0,2,3,2004,0,39,39,589000.0
3,1.5,98.0,1.0,98.0,0.0,840.0,0,3,1979,0,33,37,255000.0
4,2.5,217.0,1.0,148.0,70.0,596.0,2,3,1970,0,37,71,668750.0
4,2.75,167.0,1.0,98.0,70.0,507.0,0,3,2008,1,33,34,344500.0
4,2.0,154.0,1.0,79.0,75.0,571.0,0,3,1951,0,36,62,452000.0
3,1.75,121.0,1.0,121.0,0.0,5787.0,0,3,1989,0,32,33,540000.0
3,1.5,165.0,1.0,165.0,0.0,2213.0,0,3,1959,1,36,70,246000.0
2,1.0,96.0,1.0,85.0,10.0,450.0,0,3,1945,0,36,48,535000.0
4,3.25,259.0,1.0,105.0,154.0,504.0,3,3,1969,0,37,71,970000.0
3,1.0,107.0,1.0,107.0,0.0,279.0,0,5,1912,1,36,48,430000.0
4,2.5,306.0,2.0,306.0,0.0,1063.0,0,3,1998,1,18,17,520000.0
4,2.5,316.0,2.0,316.0,0.0,22986.0,0,3,2007,1,31,31,712000.0
2,1.0,111.0,1.0,99.0,12.0,372.0,0,3,1946,0,36,62,450000.0
4,2.5,201.0,2.0,201.0,0.0,744.0,0,3,1999,1,29,29,220000.0
3,1.0,135.0,1.0,88.0,46.0,372.0,1,4,1954,1,36,58,525000.0
4,2.5,301.0,2.0,191.0,110.0,334.0,0,3,2014,1,36,53,1220000.0
3,2.0,137.0,2.0,93.0,44.0,157.0,0,3,2013,1,36,55,540000.0
4,2.5,219.0,2.0,219.0,0.0,486.0,0,3,2007,1,20,23,600000.0
3,2.25,207.0,2.0,207.0,0.0,841.0,0,4,1993,1,4,7,600000.0
4,2.5,244.0,2.0,244.0,0.0,4525.0,0,3,1992,1,43,42,625000.0
3,1.0,94.0,1.0,94.0,0.0,2323.0,0,3,1972,1,8,11,150000.0
3,2.25,134.0,2.0,121.0,13.0,137.0,0,3,2009,1,17,16,389999.0
3,1.75,221.0,1.5,123.0,98.0,557.0,0,3,1941,0,36,72,285000.0
4,2.75,263.0,2.0,263.0,0.0,1213.0,0,3,2004,0,34,44,744000.0
4,2.5,280.0,2.0,280.0,0.0,4290.0,0,3,2002,1,32,33,700000.0
4,2.25,186.0,1.0,186.0,0.0,836.0,0,4,1984,0,15,14,318989.0
3,2.25,188.0,2.0,188.0,0.0,334.0,0,3,2004,0,20,22,556000.0
3,2.5,189.0,2.0,189.0,0.0,588.0,0,3,1999,1,22,24,275000.0
3,2.75,237.0,2.0,237.0,0.0,1037.0,0,3,2000,1,37,68,430000.0
2,1.0,90.0,1.0,90.0,0.0,1273.0,0,3,1955,0,36,50,300000.0
3,1.75,143.0,1.0,143.0,0.0,1156.0,0,5,1973,1,17,16,396450.0
2,1.0,130.0,1.0,130.0,0.0,10400.0,0,3,1946,0,32,33,225000.0
4,3.25,258.0,2.0,258.0,0.0,732.0,0,3,2012,1,36,63,700000.0
6,2.0,206.0,1.0,206.0,0.0,817.0,0,3,1983,0,2,2,260000.0
4,3.5,218.0,2.0,155.0,63.0,1245.0,3,3,2000,1,20,22,655000.0
3,2.25,256.0,2.0,256.0,0.0,3804.0,0,5,1984,1,4,5,1185000.0
3,2.5,414.0,2.0,414.0,0.0,2418.0,0,3,1998,1,20,22,1550000.0
3,2.0,134.0,1.0,134.0,0.0,411.0,0,3,2013,1,32,33,413800.0
5,3.75,495.0,2.0,332.0,164.0,557.0,2,3,2012,1,17,16,950000.0
4,2.5,206.0,2.0,206.0,0.0,393.0,0,3,2020,1,36,66,334990.0
5,4.75,493.0,2.0,348.0,145.0,780.0,2,3,2011,1,20,22,2700000.0
3,4.0,360.0,2.0,344.0,17.0,1217.0,3,3,2015,1,20,23,1030000.0
4,3.25,354.0,1.0,249.0,105.0,791.0,1,3,2013,1,20,22,1130000.0
3,3.0,182.0,2.0,149.0,33.0,109.0,0,3,2013,1,17,18,556000.0
3,2.5,142.0,3.0,142.0,0.0,105.0,0,3,2015,1,36,48,360000.0
4,2.25,302.0,2.0,302.0,0.0,3186.0,0,4,1989,1,19,27,480000.0
3,2.5,163.0,2.0,163.0,0.0,670.0,0,3,2000,1,33,34,324000.0
4,3.25,320.0,2.0,320.0,0.0,3254.0,0,3,1989,0,20,22,1050000.0
1,0.75,109.0,1.0,82.0,27.0,1314.0,0,5,1968,1,13,13,275000.0
3,1.0,81.0,1.0,81.0,0.0,495.0,0,3,1975,0,10,27,180000.0
4,2.5,272.0,2.0,272.0,0.0,1691.0,0,3,2004,0,34,44,749000.0
3,2.5,294.0,1.0,169.0,124.0,1191.0,2,4,1972,1,4,4,1600000.0
2,1.0,74.0,1.0,74.0,0.0,309.0,0,3,1924,1,36,51,373500.0
4,2.5,218.0,2.0,218.0,0.0,743.0,0,4,1993,1,4,6,770000.0
2,1.75,98.0,1.0,98.0,0.0,1530.0,0,3,1983,0,43,42,356000.0
3,1.75,191.0,1.0,125.0,66.0,1167.0,0,4,1990,1,32,32,625000.0
2,1.75,145.0,1.0,72.0,72.0,163.0,0,4,1910,1,36,53,494400.0
4,1.75,279.0,1.0,139.0,139.0,3921.0,3,3,1956,0,33,35,585000.0
3,1.5,154.0,2.0,154.0,0.0,446.0,0,3,1913,0,36,59,926300.0
3,1.75,153.0,1.0,97.0,57.0,474.0,0,5,1914,1,36,55,600000.0
4,3.0,299.0,2.0,228.0,72.0,830.0,0,3,1996,0,19,20,430000.0
3,1.5,216.0,1.0,216.0,0.0,697.0,0,3,1982,1,12,12,307000.0
4,2.75,255.0,1.0,160.0,96.0,1392.0,3,3,1987,0,11,74,604700.0
3,1.0,85.0,1.0,85.0,0.0,557.0,0,2,1962,1,36,66,219900.0
2,1.5,78.0,2.0,78.0,0.0,81.0,0,3,2011,1,36,55,270000.0
3,2.25,137.0,2.0,101.0,35.0,147.0,0,3,2013,1,36,64,432000.0
6,2.0,190.0,1.0,190.0,0.0,1004.0,0,4,1949,1,33,35,300000.0
3,1.0,102.0,1.5,102.0,0.0,376.0,4,4,1928,1,11,74,361000.0
2,1.0,87.0,1.0,87.0,0.0,793.0,0,4,1965,1,7,69,249950.0
3,2.0,103.0,1.0,103.0,0.0,975.0,0,5,1984,1,28,28,320000.0
4,1.75,204.0,1.5,130.0,74.0,753.0,0,5,1948,1,36,70,305000.0
2,1.75,266.0,1.0,140.0,125.0,5538.0,4,3,1954,0,15,14,503000.0
2,1.0,69.0,1.0,69.0,0.0,1045.0,0,2,1944,1,36,66,235750.0
4,1.75,255.0,1.0,127.0,127.0,792.0,2,3,1960,0,36,58,657000.0
3,1.0,116.0,1.0,116.0,0.0,678.0,0,4,1962,1,4,8,385000.0
4,2.5,292.0,2.0,292.0,0.0,749.0,0,3,1997,1,15,14,389950.0
2,1.0,76.0,1.0,76.0,0.0,954.0,0,3,1960,0,36,70,150000.0
4,2.75,239.0,2.0,160.0,79.0,675.0,0,3,2004,0,2,46,254500.0
4,2.25,218.0,1.0,133.0,85.0,756.0,0,4,1983,1,4,6,555000.0
4,3.0,334.0,1.0,195.0,139.0,855.0,4,4,1982,0,4,8,1075000.0
4,2.0,147.0,1.0,97.0,50.0,743.0,0,3,1973,0,15,3,245000.0
2,1.0,99.0,1.0,99.0,0.0,541.0,2,5,1955,1,36,72,319950.0
3,1.0,99.0,1.0,99.0,0.0,568.0,0,5,1957,1,36,61,337000.0
4,2.0,152.0,2.0,152.0,0.0,465.0,0,3,1913,0,36,51,492000.0
3,2.75,268.0,2.0,263.0,6.0,1127.0,3,4,1993,1,20,22,1170000.0
3,1.0,113.0,1.0,113.0,0.0,732.0,0,3,1972,1,20,23,348580.0
2,1.0,130.0,1.0,84.0,46.0,418.0,0,3,1928,0,33,36,180000.0
3,1.0,97.0,1.0,97.0,0.0,581.0,0,3,1948,0,36,64,400000.0
4,2.0,91.0,1.0,91.0,0.0,988.0,0,5,1984,1,28,28,295000.0
4,3.25,310.0,1.5,208.0,102.0,1012.0,0,3,1969,0,32,32,910000.0
6,4.5,561.0,2.0,381.0,180.0,20396.0,0,3,2002,1,17,18,1150000.0
3,3.5,177.0,2.0,133.0,44.0,150.0,0,3,2014,1,36,64,431500.0
4,1.5,162.0,1.0,95.0,67.0,677.0,0,3,1968,0,35,70,180000.0
3,2.0,186.0,1.0,102.0,84.0,298.0,0,4,1922,1,36,48,677000.0
3,1.75,150.0,1.0,101.0,48.0,669.0,0,3,1979,0,36,54,1180500.0
4,2.5,301.0,1.0,173.0,128.0,1299.0,0,3,1983,0,34,43,635700.0
5,2.25,207.0,1.0,123.0,85.0,892.0,0,3,1984,1,43,45,482000.0
2,2.5,108.0,2.0,108.0,0.0,202.0,0,3,2004,0,36,50,168000.0
4,2.75,224.0,1.0,131.0,93.0,557.0,0,5,1956,1,36,51,805000.0
2,1.0,55.0,1.5,55.0,0.0,1017.0,0,3,1989,0,5,9,398000.0
4,2.5,242.0,2.0,242.0,0.0,1615.0,0,3,2002,1,26,38,665000.0
4,3.0,202.0,1.0,127.0,74.0,766.0,0,4,1974,1,32,32,592500.0
4,2.75,193.0,1.5,193.0,0.0,372.0,0,3,1918,0,36,51,940000.0
4,2.5,266.0,2.0,266.0,0.0,1151.0,0,3,2005,1,34,44,655000.0
4,2.5,277.0,2.0,277.0,0.0,753.0,0,3,2006,1,39,39,622500.0
2,2.5,114.0,2.0,98.0,16.0,92.0,0,3,2017,1,36,65,380000.0
4,1.75,210.0,1.0,105.0,105.0,651.0,1,4,1953,0,20,22,648360.0
3,2.75,204.0,1.0,102.0,102.0,1387.0,0,3,1988,1,32,33,432000.0
4,2.5,281.0,1.5,281.0,0.0,1170.0,0,4,1994,1,4,4,1050000.0
2,1.0,98.0,2.0,98.0,0.0,149.0,0,3,1985,0,36,65,353250.0
4,3.0,396.0,2.0,396.0,0.0,1736.0,0,3,2002,1,34,44,1000000.0
3,2.25,93.0,2.0,74.0,19.0,78.0,0,3,2013,1,36,57,320000.0
4,2.5,191.0,2.0,191.0,0.0,346.0,0,3,2020,1,15,3,349900.0
4,3.5,293.0,2.0,293.0,0.0,576.0,0,3,2011,1,19,27,330000.0
3,2.25,181.0,1.0,181.0,0.0,671.0,0,4,2012,1,35,73,408000.0
3,2.25,125.0,3.0,125.0,0.0,120.0,0,3,2016,1,36,61,321000.0
4,3.75,359.0,2.5,359.0,0.0,509.0,0,3,2013,1,17,18,1051000.0
4,5.5,470.0,2.0,470.0,0.0,959.0,0,3,2014,1,4,4,2150000.0
3,1.5,126.0,3.0,126.0,0.0,82.0,0,3,2014,1,36,48,359000.0
5,2.5,256.0,2.0,256.0,0.0,557.0,0,3,2012,1,36,52,300000.0
5,3.5,225.0,2.0,225.0,0.0,434.0,0,3,2019,1,36,58,380000.0
3,2.5,228.0,2.0,228.0,0.0,402.0,0,3,2016,1,32,33,660000.0
3,2.25,119.0,3.0,119.0,0.0,89.0,0,3,2011,1,36,48,355000.0
3,2.5,144.0,2.0,144.0,0.0,332.0,0,3,2017,1,2,2,259000.0
1,1.0,51.0,2.0,51.0,0.0,119.0,0,3,2014,1,36,60,353000.0
2,2.5,141.0,2.0,115.0,26.0,148.0,0,3,2013,1,36,65,430000.0
3,1.0,155.0,1.5,109.0,46.0,372.0,0,4,1945,0,36,57,460000.0
1,0.75,40.0,1.0,40.0,0.0,469.0,0,2,1918,1,8,11,80000.0
4,2.5,221.0,2.0,221.0,0.0,893.0,0,4,1997,1,4,6,782000.0
3,1.0,89.0,1.0,89.0,0.0,895.0,0,5,1988,1,13,13,218000.0
3,1.0,178.0,1.0,104.0,74.0,638.0,2,3,1958,0,36,58,325000.0
4,3.0,342.0,1.0,191.0,151.0,544.0,3,3,1973,0,36,75,980000.0
4,2.25,235.0,1.0,146.0,89.0,855.0,0,5,1982,1,4,6,902000.0
5,2.5,357.0,2.0,357.0,0.0,1571.0,0,3,1997,1,15,14,556000.0
3,1.75,115.0,1.5,115.0,0.0,334.0,0,5,1932,1,36,56,662990.0
2,1.0,121.0,1.5,121.0,0.0,1102.0,0,4,1981,1,31,31,225000.0
4,2.5,221.0,2.0,221.0,0.0,1121.0,0,3,2008,1,33,38,439950.0
2,1.0,121.0,1.0,121.0,0.0,4128.0,0,5,1964,1,2,1,175000.0
2,1.0,72.0,1.0,72.0,0.0,1254.0,0,4,1952,0,43,45,306000.0
4,2.5,168.0,1.0,114.0,54.0,3683.0,0,3,1976,0,19,27,235000.0
3,1.75,225.0,2.0,225.0,0.0,1178.0,0,3,1917,0,28,28,399500.0
3,1.0,119.0,1.5,119.0,0.0,240.0,0,3,1916,0,36,55,478000.0
2,1.0,156.0,1.0,106.0,50.0,604.0,0,4,1947,0,36,64,515000.0
3,2.5,233.0,2.0,233.0,0.0,502.0,0,3,1998,1,33,35,550000.0
3,1.0,158.0,1.0,158.0,0.0,803.0,0,3,1961,0,36,66,149000.0
3,1.75,156.0,1.0,89.0,67.0,318.0,0,3,1998,1,36,55,526000.0
1,0.75,76.0,1.0,76.0,0.0,5544.0,0,3,2005,1,39,39,527550.0
3,4.0,407.0,2.0,407.0,0.0,3973.0,0,5,1989,1,32,32,1050000.0
3,2.5,242.0,1.0,242.0,0.0,938.0,0,3,1990,1,34,43,625000.0
5,3.25,316.0,2.0,316.0,0.0,692.0,0,3,2005,1,4,7,950000.0
5,1.75,197.0,1.0,123.0,74.0,780.0,0,4,1948,0,37,63,377691.0
4,2.75,209.0,1.0,111.0,98.0,530.0,0,3,1957,0,36,53,648475.0
3,1.0,167.0,1.0,111.0,56.0,521.0,0,4,1948,0,36,62,383000.0
3,2.5,205.0,2.0,205.0,0.0,708.0,0,3,2000,1,32,32,535000.0
3,2.0,145.0,2.0,145.0,0.0,379.0,0,3,1929,0,36,55,449950.0
4,2.75,226.0,1.0,226.0,0.0,1925.0,0,3,1973,0,43,42,465425.0
4,2.5,238.0,2.0,238.0,0.0,3400.0,0,4,1993,1,34,44,675000.0
3,2.75,182.0,1.5,131.0,51.0,232.0,0,5,1932,1,36,48,599000.0
3,1.5,103.0,1.0,103.0,0.0,907.0,0,4,1969,1,32,32,416000.0
2,1.5,96.0,1.0,77.0,19.0,418.0,0,3,1930,0,36,53,595000.0
4,1.0,125.0,1.0,125.0,0.0,1069.0,0,3,1972,1,33,34,200000.0
3,2.0,143.0,2.0,143.0,0.0,170.0,0,3,2011,1,17,18,402000.0
4,1.75,170.0,1.0,94.0,76.0,892.0,0,4,1972,1,4,6,433000.0
4,1.5,179.0,2.0,179.0,0.0,1443.0,0,3,1985,0,15,3,275000.0
3,2.0,153.0,1.5,153.0,0.0,896.0,0,3,1989,0,20,23,410000.0
4,2.0,326.0,1.0,205.0,121.0,1199.0,2,3,1971,0,7,69,554820.0
4,3.0,313.0,1.0,173.0,140.0,736.0,3,3,1994,0,36,57,1325000.0
3,2.5,222.0,2.0,222.0,0.0,851.0,0,3,1990,1,32,32,735000.0
3,1.0,114.0,1.0,114.0,0.0,754.0,0,4,1957,0,4,4,607000.0
4,3.0,263.0,2.0,263.0,0.0,19870.0,0,4,1993,1,2,46,549900.0
3,1.75,151.0,1.0,122.0,29.0,700.0,0,3,1994,0,22,24,258000.0
4,4.0,213.0,1.5,157.0,56.0,581.0,0,5,1946,1,36,56,661254.0
4,2.0,264.0,1.0,132.0,132.0,1242.0,0,3,1958,0,9,4,945000.0
4,3.5,392.0,2.0,392.0,0.0,18285.0,0,3,1999,1,2,46,799950.0
3,1.0,100.0,1.0,100.0,0.0,975.0,0,3,1973,0,2,1,132500.0
3,1.75,151.0,1.0,111.0,40.0,803.0,0,3,1979,0,32,32,467100.0
4,3.5,408.0,2.0,284.0,124.0,1078.0,3,3,1996,0,24,26,1610000.0
3,1.75,151.0,1.0,87.0,63.0,369.0,0,5,1932,1,36,57,641000.0
3,1.0,94.0,1.0,94.0,0.0,1045.0,0,4,1953,0,37,68,350000.0
4,2.5,163.0,1.0,115.0,47.0,787.0,0,4,1989,1,33,37,335000.0
3,3.5,379.0,1.5,379.0,0.0,20225.0,3,3,2006,1,2,46,900000.0
4,2.5,238.0,1.0,119.0,119.0,966.0,0,4,1971,1,17,16,440000.0
3,1.75,104.0,1.5,104.0,0.0,511.0,0,4,1931,0,36,64,464600.0
4,3.5,440.0,2.0,440.0,0.0,16025.0,0,3,2009,1,32,33,1200000.0
2,1.0,124.0,1.0,124.0,0.0,724.0,2,3,1953,0,36,72,300000.0
4,2.0,148.0,1.0,148.0,0.0,627.0,0,3,1957,0,36,47,670500.0
3,1.0,133.0,1.0,100.0,33.0,465.0,0,4,1925,0,36,55,552000.0
4,1.0,135.0,1.0,135.0,0.0,832.0,0,3,1949,0,36,66,244000.0
4,2.75,325.0,2.0,325.0,0.0,669.0,0,3,2011,1,32,33,788600.0
3,2.0,151.0,1.0,151.0,0.0,808.0,0,3,1993,0,33,35,445000.0
4,1.75,169.0,1.0,88.0,81.0,465.0,0,4,1957,0,36,55,530000.0
2,1.0,54.0,1.0,54.0,0.0,697.0,0,3,1949,0,36,72,90000.0
3,2.0,155.0,1.5,155.0,0.0,425.0,0,3,1937,1,36,57,585000.0
2,2.0,106.0,1.0,106.0,0.0,769.0,0,3,1930,0,20,22,498000.0
2,1.0,74.0,1.0,74.0,0.0,593.0,2,3,1946,0,36,55,379000.0
3,1.75,121.0,1.0,76.0,45.0,240.0,0,5,1925,0,36,55,462000.0
4,2.5,227.0,2.0,227.0,0.0,665.0,0,3,1999,1,33,37,388000.0
3,2.0,138.0,1.5,138.0,0.0,778.0,0,3,1990,1,19,20,255000.0
3,2.75,167.0,1.0,123.0,45.0,887.0,0,4,1972,1,4,6,665000.0
3,2.0,170.0,1.0,170.0,0.0,850.0,0,5,1965,1,4,6,550000.0
3,1.0,139.0,1.0,93.0,46.0,364.0,0,3,1953,0,36,51,606000.0
4,2.5,205.0,1.0,131.0,74.0,565.0,2,4,1971,1,36,72,334000.0
3,2.0,118.0,3.0,118.0,0.0,123.0,0,3,2012,1,36,48,360000.0
2,1.0,106.0,1.5,94.0,12.0,161.0,0,3,2013,1,36,62,235000.0
3,2.5,151.0,3.0,137.0,14.0,109.0,4,3,2014,1,36,48,580000.0
3,2.0,113.0,3.0,113.0,0.0,110.0,0,3,2013,1,36,48,355000.0
2,2.5,70.0,2.0,70.0,0.0,133.0,0,3,2012,1,36,60,375000.0
4,1.75,182.0,1.0,124.0,58.0,864.0,0,5,1985,1,28,28,372000.0
3,1.0,127.0,1.5,127.0,0.0,279.0,0,3,1930,0,36,48,479000.0
5,4.0,425.0,3.0,425.0,0.0,413.0,4,3,2010,1,34,44,2000000.0
4,4.25,519.0,2.0,519.0,0.0,6341.0,0,3,2004,0,8,11,1680000.0
2,1.0,94.0,1.0,94.0,0.0,401.0,0,5,1930,0,36,55,501000.0
3,1.75,117.0,1.0,117.0,0.0,642.0,0,3,2000,1,22,24,245000.0
3,2.5,162.0,2.0,162.0,0.0,537.0,0,4,1995,1,17,18,496700.0
4,1.5,248.0,2.0,248.0,0.0,931.0,0,3,2002,1,2,46,347000.0
2,1.0,67.0,1.0,67.0,0.0,669.0,0,5,1949,1,33,37,199000.0
3,2.5,229.0,2.0,229.0,0.0,409.0,0,3,2013,1,39,39,440500.0
4,2.5,341.0,2.0,341.0,0.0,650.0,0,3,2011,1,34,44,820000.0
4,3.5,244.0,1.5,152.0,92.0,319.0,3,3,1990,1,35,73,325000.0
3,1.75,146.0,1.0,146.0,0.0,786.0,0,3,1997,1,13,13,195000.0
3,3.0,277.0,1.0,169.0,108.0,2601.0,0,3,1987,0,32,32,675000.0
3,2.5,145.0,2.0,145.0,0.0,390.0,0,3,2009,1,22,24,295000.0
3,2.5,151.0,1.0,151.0,0.0,688.0,0,5,1961,1,37,63,355300.0
3,1.0,106.0,1.0,106.0,0.0,465.0,0,3,1966,0,36,50,276000.0
2,1.5,254.0,1.0,146.0,108.0,1847.0,0,4,1982,0,12,12,460000.0
3,2.0,198.0,1.0,198.0,0.0,3267.0,0,4,1995,1,43,42,880000.0
3,2.5,165.0,2.0,165.0,0.0,376.0,0,3,2007,1,37,68,370000.0
4,2.5,195.0,2.0,195.0,0.0,364.0,0,3,2015,1,33,37,346000.0
3,1.0,106.0,1.0,106.0,0.0,818.0,0,3,1978,0,2,1,172500.0
3,1.5,157.0,1.0,106.0,51.0,850.0,0,4,1962,1,18,17,379950.0
2,1.0,108.0,1.0,80.0,28.0,557.0,0,4,1948,0,36,55,468000.0
4,2.75,160.0,2.0,160.0,0.0,583.0,0,3,1984,1,36,58,477000.0
3,1.0,112.0,1.5,112.0,0.0,309.0,0,4,1930,1,36,51,529000.0
3,1.5,117.0,3.0,117.0,0.0,128.0,0,3,2010,1,36,61,312000.0
2,1.0,82.0,1.0,82.0,0.0,714.0,0,3,1948,0,36,71,326100.0
3,1.0,98.0,1.5,98.0,0.0,855.0,0,3,1960,0,36,61,360000.0
3,1.75,153.0,1.0,153.0,0.0,1202.0,0,4,1967,0,18,17,438000.0
3,1.0,146.0,1.0,146.0,0.0,880.0,0,3,1960,0,37,71,360000.0
4,2.5,271.0,1.0,137.0,135.0,669.0,3,3,1927,0,36,65,1050000.0
4,3.0,279.0,1.5,183.0,96.0,372.0,3,3,1919,0,36,65,688000.0
3,1.75,172.0,1.0,172.0,0.0,719.0,0,4,1989,1,17,16,585000.0
3,2.5,134.0,1.0,93.0,41.0,719.0,0,4,1989,1,19,20,265000.0
3,1.75,134.0,1.0,134.0,0.0,815.0,0,3,1979,0,20,23,375000.0
3,1.0,168.0,2.0,168.0,0.0,1150.0,0,3,1976,0,43,42,326500.0
2,1.0,110.0,1.0,110.0,0.0,869.0,0,3,1924,1,36,72,160000.0
4,3.75,285.0,2.0,223.0,62.0,543.0,0,5,1933,1,36,54,1570000.0
5,2.75,315.0,2.0,315.0,0.0,484.0,0,3,2010,1,34,44,735000.0
2,1.0,137.0,1.0,137.0,0.0,569.0,0,2,1946,1,36,55,400000.0
4,2.5,249.0,1.0,128.0,121.0,669.0,0,3,1958,0,20,22,800000.0
4,2.25,213.0,2.0,213.0,0.0,993.0,0,3,1984,1,4,4,949880.0
3,1.75,184.0,1.0,122.0,62.0,753.0,0,4,1955,0,37,63,405000.0
4,2.5,267.0,2.0,236.0,31.0,863.0,0,3,1985,0,33,37,399000.0
3,2.0,171.0,1.0,94.0,77.0,441.0,0,5,1957,1,36,57,730001.0
4,3.25,377.0,2.0,377.0,0.0,1208.0,3,3,2006,1,24,26,1795000.0
3,2.0,151.0,1.0,151.0,0.0,745.0,0,3,2009,1,29,29,260000.0
2,2.0,175.0,1.5,175.0,0.0,502.0,0,3,1908,1,36,54,751750.0
3,1.75,165.0,1.0,165.0,0.0,1217.0,0,4,1989,1,19,27,325000.0
4,2.0,216.0,1.0,130.0,86.0,581.0,0,4,1947,0,19,19,344950.0
3,1.75,171.0,1.0,98.0,73.0,374.0,0,5,1931,1,36,52,457500.0
5,2.0,216.0,1.0,111.0,106.0,999.0,0,4,1968,1,18,17,389000.0
4,2.5,297.0,2.0,297.0,0.0,601.0,0,3,2011,1,33,38,515000.0
3,2.5,216.0,2.0,131.0,85.0,185.0,4,3,2010,1,36,51,732000.0
3,2.25,181.0,1.0,125.0,56.0,824.0,0,3,1970,0,37,68,415000.0
4,3.5,286.0,2.0,214.0,72.0,447.0,3,3,1943,0,36,75,1655000.0
2,1.0,97.0,1.0,97.0,0.0,513.0,0,3,1957,0,36,55,535000.0
4,4.25,182.0,2.0,182.0,0.0,331.0,0,3,1946,0,36,56,540000.0
5,3.0,255.0,1.5,163.0,93.0,353.0,0,5,1932,1,36,55,525000.0
3,1.75,179.0,1.0,179.0,0.0,3364.0,0,3,1983,0,43,42,570000.0
5,4.5,451.0,2.0,451.0,0.0,3800.0,0,3,2007,1,15,14,569950.0
4,2.5,184.0,2.0,184.0,0.0,595.0,0,3,2010,1,19,19,283200.0
3,2.75,245.0,1.5,163.0,83.0,376.0,0,5,1932,1,36,54,1100000.0
4,2.5,172.0,1.0,133.0,39.0,4707.0,0,3,1984,1,32,32,830000.0
4,2.25,180.0,1.0,133.0,47.0,850.0,0,4,1962,1,4,7,495000.0
5,3.0,264.0,1.0,159.0,105.0,669.0,0,3,2009,1,41,72,292050.0
5,1.5,177.0,1.0,105.0,72.0,950.0,0,3,1967,0,20,23,415000.0
5,1.0,131.0,1.0,89.0,42.0,595.0,0,5,1961,1,11,74,295832.0
4,2.5,234.0,2.0,234.0,0.0,791.0,0,3,2005,1,12,12,450000.0
4,3.75,294.0,2.5,294.0,0.0,885.0,0,3,2003,1,24,26,1381000.0
4,3.0,346.0,2.0,346.0,0.0,2698.0,0,3,1997,1,20,22,857000.0
3,3.5,169.0,2.0,133.0,36.0,139.0,0,3,2020,1,36,65,499950.0
3,2.0,145.0,1.0,145.0,0.0,803.0,0,5,1973,1,20,23,465000.0
3,1.0,149.0,1.0,107.0,42.0,553.0,0,4,1970,1,36,50,329000.0
3,2.0,114.0,1.0,114.0,0.0,1069.0,0,4,1990,1,32,32,475000.0
3,1.0,89.0,1.0,89.0,0.0,753.0,0,3,1961,0,37,68,255000.0
3,1.0,118.0,1.5,118.0,0.0,372.0,2,3,1934,0,36,62,435000.0
3,2.5,261.0,2.0,261.0,0.0,715.0,0,3,2007,1,4,6,685000.0
2,2.5,201.0,1.0,201.0,0.0,518.0,0,3,2008,1,32,33,715000.0
3,3.0,234.0,1.5,145.0,89.0,200.0,0,3,1931,0,36,59,780000.0
2,1.5,110.0,2.0,92.0,18.0,78.0,0,3,2011,1,36,65,345000.0
4,2.25,168.0,2.0,168.0,0.0,462.0,0,3,2009,1,33,38,355000.0
3,2.5,156.0,1.0,115.0,41.0,1460.0,0,3,2000,1,19,20,282000.0
3,1.0,85.0,1.0,85.0,0.0,488.0,0,4,1977,1,7,69,244000.0
3,3.75,302.0,2.0,220.0,82.0,539.0,2,4,1957,0,36,75,967500.0
